{'Iteration': 0, 'Final Solution': None}
{'Iteration': 603, 'Final Solution': '5'}
{'Iteration': 604, 'Final Solution': None}
{'Iteration': 605, 'Final Solution': '-6'}
{'Iteration': 606, 'Final Solution': None}
{'Iteration': 607, 'Final Solution': '\\frac{9'}
{'Iteration': 608, 'Final Solution': None}
{'Iteration': 609, 'Final Solution': None}
{'Iteration': 610, 'Final Solution': 'x-13'}
{'Iteration': 611, 'Final Solution': '30'}
{'Iteration': 612, 'Final Solution': '\\frac13'}
{'Iteration': 613, 'Final Solution': '3'}
{'Iteration': 614, 'Final Solution': '4'}
{'Iteration': 615, 'Final Solution': '-\\frac{11'}
{'Iteration': 616, 'Final Solution': None}
{'Iteration': 617, 'Final Solution': None}
{'Iteration': 618, 'Final Solution': '5'}
{'Iteration': 619, 'Final Solution': '10\\sqrt{2'}
{'Iteration': 620, 'Final Solution': None}
{'Iteration': 621, 'Final Solution': '256'}
{'Iteration': 622, 'Final Solution': None}
{'Iteration': 623, 'Final Solution': None}
{'Iteration': 624, 'Final Solution': None}
{'Iteration': 625, 'Final Solution': None}
{'Iteration': 626, 'Final Solution': None}
{'Iteration': 627, 'Final Solution': None}
{'Iteration': 628, 'Final Solution': None}
{'Iteration': 629, 'Final Solution': '13'}
{'Iteration': 630, 'Final Solution': '3+\\sqrt{5'}
{'Iteration': 631, 'Final Solution': None}
{'Iteration': 632, 'Final Solution': None}
{'Iteration': 633, 'Final Solution': '4'}
{'Iteration': 634, 'Final Solution': '8'}
{'Iteration': 635, 'Final Solution': '9'}
{'Iteration': 636, 'Final Solution': '136'}
{'Iteration': 637, 'Final Solution': '\\$216'}
{'Iteration': 638, 'Final Solution': '328'}
{'Iteration': 639, 'Final Solution': '-7'}
{'Iteration': 640, 'Final Solution': None}
{'Iteration': 641, 'Final Solution': '34'}
{'Iteration': 642, 'Final Solution': '4'}
{'Iteration': 643, 'Final Solution': '28'}
{'Iteration': 644, 'Final Solution': None}
{'Iteration': 645, 'Final Solution': None}
{'Iteration': 646, 'Final Solution': '12'}
{'Iteration': 647, 'Final Solution': '\\frac{2'}
{'Iteration': 648, 'Final Solution': None}
{'Iteration': 649, 'Final Solution': '1'}
{'Iteration': 650, 'Final Solution': '4x^2 - 6x + 4'}
{'Iteration': 651, 'Final Solution': None}
{'Iteration': 652, 'Final Solution': None}
{'Iteration': 653, 'Final Solution': None}
{'Iteration': 654, 'Final Solution': '27'}
{'Iteration': 655, 'Final Solution': None}
{'Iteration': 656, 'Final Solution': '3'}
{'Iteration': 657, 'Final Solution': '47'}
{'Iteration': 658, 'Final Solution': None}
{'Iteration': 659, 'Final Solution': None}
{'Iteration': 660, 'Final Solution': '3'}
{'Iteration': 661, 'Final Solution': '5.2'}
{'Iteration': 662, 'Final Solution': '40'}
{'Iteration': 663, 'Final Solution': '1'}
{'Iteration': 664, 'Final Solution': '-16'}
{'Iteration': 665, 'Final Solution': '5'}
{'Iteration': 666, 'Final Solution': None}
{'Iteration': 667, 'Final Solution': None}
{'Iteration': 668, 'Final Solution': None}
{'Iteration': 669, 'Final Solution': '156.25'}
{'Iteration': 670, 'Final Solution': None}
{'Iteration': 671, 'Final Solution': '\\frac{7'}
{'Iteration': 672, 'Final Solution': None}
{'Iteration': 673, 'Final Solution': '2000'}
{'Iteration': 674, 'Final Solution': '8'}
{'Iteration': 675, 'Final Solution': '4800'}
{'Iteration': 676, 'Final Solution': '0.8'}
{'Iteration': 677, 'Final Solution': '20'}
{'Iteration': 678, 'Final Solution': '600'}
{'Iteration': 679, 'Final Solution': None}
{'Iteration': 680, 'Final Solution': '14'}
{'Iteration': 681, 'Final Solution': None}
{'Iteration': 682, 'Final Solution': '15.5'}
{'Iteration': 683, 'Final Solution': None}
{'Iteration': 684, 'Final Solution': None}
{'Iteration': 685, 'Final Solution': None}
{'Iteration': 686, 'Final Solution': None}
{'Iteration': 687, 'Final Solution': '-3'}
{'Iteration': 688, 'Final Solution': None}
{'Iteration': 689, 'Final Solution': '144x^8'}
{'Iteration': 690, 'Final Solution': '(3,0)'}
{'Iteration': 691, 'Final Solution': '16'}
{'Iteration': 692, 'Final Solution': '-9'}
{'Iteration': 693, 'Final Solution': None}
{'Iteration': 694, 'Final Solution': '512'}
{'Iteration': 695, 'Final Solution': None}
{'Iteration': 696, 'Final Solution': None}
{'Iteration': 697, 'Final Solution': '6'}
{'Iteration': 698, 'Final Solution': '10'}
{'Iteration': 699, 'Final Solution': '1'}
{'Iteration': 700, 'Final Solution': None}
{'Iteration': 701, 'Final Solution': None}
{'Iteration': 702, 'Final Solution': None}
{'Iteration': 703, 'Final Solution': '510'}
{'Iteration': 704, 'Final Solution': None}
{'Iteration': 705, 'Final Solution': None}
{'Iteration': 706, 'Final Solution': '7'}
{'Iteration': 707, 'Final Solution': '-3'}
{'Iteration': 708, 'Final Solution': '(-\\infty,-1)\\cup(-1,1)\\cup(1,\\infty)'}
{'Iteration': 709, 'Final Solution': '\\left(\\frac{3'}
{'Iteration': 710, 'Final Solution': None}
{'Iteration': 711, 'Final Solution': None}
{'Iteration': 712, 'Final Solution': '0'}
{'Iteration': 713, 'Final Solution': '990'}
{'Iteration': 714, 'Final Solution': '6'}
{'Iteration': 715, 'Final Solution': '0'}
{'Iteration': 716, 'Final Solution': '\\frac{1'}
{'Iteration': 717, 'Final Solution': '125a^7'}
{'Iteration': 718, 'Final Solution': '\\frac{4'}
{'Iteration': 719, 'Final Solution': None}
{'Iteration': 720, 'Final Solution': None}
{'Iteration': 721, 'Final Solution': '20'}
{'Iteration': 722, 'Final Solution': None}
{'Iteration': 723, 'Final Solution': None}
{'Iteration': 724, 'Final Solution': '37'}
{'Iteration': 725, 'Final Solution': None}
{'Iteration': 726, 'Final Solution': '\\frac{1'}
{'Iteration': 727, 'Final Solution': None}
{'Iteration': 728, 'Final Solution': None}
{'Iteration': 729, 'Final Solution': None}
{'Iteration': 730, 'Final Solution': None}
{'Iteration': 731, 'Final Solution': '170'}
{'Iteration': 732, 'Final Solution': None}
{'Iteration': 733, 'Final Solution': None}
{'Iteration': 734, 'Final Solution': None}
{'Iteration': 735, 'Final Solution': None}
{'Iteration': 736, 'Final Solution': None}
{'Iteration': 737, 'Final Solution': '3'}
{'Iteration': 738, 'Final Solution': '40'}
{'Iteration': 739, 'Final Solution': None}
{'Iteration': 740, 'Final Solution': None}
{'Iteration': 741, 'Final Solution': None}
{'Iteration': 742, 'Final Solution': None}
{'Iteration': 743, 'Final Solution': None}
{'Iteration': 744, 'Final Solution': None}
{'Iteration': 745, 'Final Solution': None}
{'Iteration': 746, 'Final Solution': None}
{'Iteration': 747, 'Final Solution': '9'}
{'Iteration': 748, 'Final Solution': None}
{'Iteration': 749, 'Final Solution': '12'}
{'Iteration': 750, 'Final Solution': None}
{'Iteration': 751, 'Final Solution': None}
{'Iteration': 752, 'Final Solution': '16002'}
{'Iteration': 753, 'Final Solution': None}
{'Iteration': 754, 'Final Solution': '9'}
{'Iteration': 755, 'Final Solution': '3(qr-5r)+6(q-5)'}
{'Iteration': 756, 'Final Solution': '1'}
{'Iteration': 757, 'Final Solution': None}
{'Iteration': 758, 'Final Solution': '7920'}
{'Iteration': 759, 'Final Solution': '4'}
{'Iteration': 760, 'Final Solution': '210'}
{'Iteration': 761, 'Final Solution': '26000'}
{'Iteration': 762, 'Final Solution': '39,\\!696'}
{'Iteration': 763, 'Final Solution': '2'}
{'Iteration': 764, 'Final Solution': '43'}
{'Iteration': 765, 'Final Solution': '0'}
{'Iteration': 766, 'Final Solution': None}
{'Iteration': 767, 'Final Solution': '6'}
{'Iteration': 768, 'Final Solution': '20'}
{'Iteration': 769, 'Final Solution': 'x-3'}
{'Iteration': 770, 'Final Solution': None}
{'Iteration': 771, 'Final Solution': '\\frac{160'}
{'Iteration': 772, 'Final Solution': '\\frac{2'}
{'Iteration': 773, 'Final Solution': None}
{'Iteration': 774, 'Final Solution': '-5x+7'}
{'Iteration': 775, 'Final Solution': '15'}
{'Iteration': 776, 'Final Solution': '64'}
{'Iteration': 777, 'Final Solution': None}
{'Iteration': 778, 'Final Solution': '\\frac{5'}
{'Iteration': 779, 'Final Solution': '\\frac{1'}
{'Iteration': 780, 'Final Solution': '11'}
{'Iteration': 781, 'Final Solution': None}
{'Iteration': 782, 'Final Solution': None}
{'Iteration': 783, 'Final Solution': None}
{'Iteration': 784, 'Final Solution': '4'}
{'Iteration': 785, 'Final Solution': '10'}
{'Iteration': 786, 'Final Solution': '15'}
{'Iteration': 787, 'Final Solution': '\\sqrt{6'}
{'Iteration': 788, 'Final Solution': None}
{'Iteration': 789, 'Final Solution': '21'}
{'Iteration': 790, 'Final Solution': '12'}
{'Iteration': 791, 'Final Solution': None}
{'Iteration': 792, 'Final Solution': None}
{'Iteration': 793, 'Final Solution': None}
{'Iteration': 794, 'Final Solution': '10'}
{'Iteration': 795, 'Final Solution': '90'}
{'Iteration': 796, 'Final Solution': None}
{'Iteration': 797, 'Final Solution': 'n^2 + 6'}
{'Iteration': 798, 'Final Solution': '\\text{Friday'}
{'Iteration': 799, 'Final Solution': '\\{0\\'}
{'Iteration': 800, 'Final Solution': '4.5'}
{'Iteration': 801, 'Final Solution': '\\frac{18'}
{'Iteration': 802, 'Final Solution': None}
{'Iteration': 803, 'Final Solution': None}
{'Iteration': 804, 'Final Solution': '16.2'}
{'Iteration': 805, 'Final Solution': '5r^5'}
{'Iteration': 806, 'Final Solution': '1'}
{'Iteration': 807, 'Final Solution': '(3,5)'}
{'Iteration': 808, 'Final Solution': '\\text{(C)'}
{'Iteration': 809, 'Final Solution': 'x^2 + 10x + 25'}
{'Iteration': 810, 'Final Solution': '5'}
{'Iteration': 811, 'Final Solution': '9'}
{'Iteration': 812, 'Final Solution': None}
{'Iteration': 813, 'Final Solution': '3'}
{'Iteration': 814, 'Final Solution': '0.8'}
{'Iteration': 815, 'Final Solution': None}
{'Iteration': 816, 'Final Solution': '\\frac{3'}
{'Iteration': 817, 'Final Solution': None}
{'Iteration': 818, 'Final Solution': '-1'}
{'Iteration': 819, 'Final Solution': '(5,-10)'}
{'Iteration': 820, 'Final Solution': None}
{'Iteration': 821, 'Final Solution': '0'}
{'Iteration': 822, 'Final Solution': None}
{'Iteration': 823, 'Final Solution': '45'}
{'Iteration': 824, 'Final Solution': '13225'}
{'Iteration': 825, 'Final Solution': None}
{'Iteration': 826, 'Final Solution': None}
{'Iteration': 827, 'Final Solution': '0'}
{'Iteration': 828, 'Final Solution': '49 - 2'}
{'Iteration': 829, 'Final Solution': '\\frac{1'}
{'Iteration': 830, 'Final Solution': '\\frac{2'}
{'Iteration': 831, 'Final Solution': '8'}
{'Iteration': 832, 'Final Solution': None}
{'Iteration': 833, 'Final Solution': '39367'}
{'Iteration': 834, 'Final Solution': None}
{'Iteration': 835, 'Final Solution': '33'}
{'Iteration': 836, 'Final Solution': '64'}
{'Iteration': 837, 'Final Solution': None}
{'Iteration': 838, 'Final Solution': '10'}
{'Iteration': 839, 'Final Solution': None}
{'Iteration': 840, 'Final Solution': None}
{'Iteration': 841, 'Final Solution': '7'}
{'Iteration': 842, 'Final Solution': None}
{'Iteration': 843, 'Final Solution': None}
{'Iteration': 844, 'Final Solution': None}
{'Iteration': 845, 'Final Solution': '1'}
{'Iteration': 846, 'Final Solution': None}
{'Iteration': 847, 'Final Solution': None}
{'Iteration': 848, 'Final Solution': '22.8'}
{'Iteration': 849, 'Final Solution': None}
{'Iteration': 850, 'Final Solution': '2'}
{'Iteration': 851, 'Final Solution': '25'}
{'Iteration': 852, 'Final Solution': None}
{'Iteration': 853, 'Final Solution': None}
{'Iteration': 854, 'Final Solution': None}
{'Iteration': 855, 'Final Solution': None}
{'Iteration': 856, 'Final Solution': '\\frac{1'}
{'Iteration': 857, 'Final Solution': None}
{'Iteration': 858, 'Final Solution': None}
{'Iteration': 859, 'Final Solution': '30'}
{'Iteration': 860, 'Final Solution': '\\frac{14'}
{'Iteration': 861, 'Final Solution': None}
{'Iteration': 862, 'Final Solution': '62.83'}
{'Iteration': 863, 'Final Solution': None}
{'Iteration': 864, 'Final Solution': '\\frac{25'}
{'Iteration': 865, 'Final Solution': '-4-10i'}
{'Iteration': 866, 'Final Solution': None}
{'Iteration': 867, 'Final Solution': '1'}
{'Iteration': 868, 'Final Solution': None}
{'Iteration': 869, 'Final Solution': '8'}
{'Iteration': 870, 'Final Solution': None}
{'Iteration': 871, 'Final Solution': None}
{'Iteration': 872, 'Final Solution': '30'}
{'Iteration': 873, 'Final Solution': None}
{'Iteration': 874, 'Final Solution': None}
{'Iteration': 875, 'Final Solution': '15'}
{'Iteration': 876, 'Final Solution': '\\frac{4'}
{'Iteration': 877, 'Final Solution': '9'}
{'Iteration': 878, 'Final Solution': None}
{'Iteration': 879, 'Final Solution': '2'}
{'Iteration': 880, 'Final Solution': None}
{'Iteration': 881, 'Final Solution': None}
{'Iteration': 882, 'Final Solution': '\\frac{1'}
{'Iteration': 883, 'Final Solution': '210x\\sqrt{x'}
{'Iteration': 884, 'Final Solution': None}
{'Iteration': 885, 'Final Solution': None}
{'Iteration': 886, 'Final Solution': '-\\frac{1'}
{'Iteration': 887, 'Final Solution': '9721'}
{'Iteration': 888, 'Final Solution': None}
{'Iteration': 889, 'Final Solution': '6'}
{'Iteration': 890, 'Final Solution': None}
{'Iteration': 891, 'Final Solution': None}
{'Iteration': 892, 'Final Solution': None}
{'Iteration': 893, 'Final Solution': None}
{'Iteration': 894, 'Final Solution': '(-\\infty,1)\\cup(1,\\infty)'}
{'Iteration': 895, 'Final Solution': None}
{'Iteration': 896, 'Final Solution': '14'}
{'Iteration': 897, 'Final Solution': '3'}
{'Iteration': 898, 'Final Solution': '14\\pi\\sqrt{2'}
{'Iteration': 899, 'Final Solution': '(-\\infty,-3)\\cup(-4,\\infty)'}
{'Iteration': 900, 'Final Solution': '12'}
{'Iteration': 901, 'Final Solution': None}
{'Iteration': 902, 'Final Solution': None}
{'Iteration': 903, 'Final Solution': None}
{'Iteration': 904, 'Final Solution': None}
{'Iteration': 905, 'Final Solution': '10'}
{'Iteration': 906, 'Final Solution': '7'}
{'Iteration': 907, 'Final Solution': '-15'}
{'Iteration': 908, 'Final Solution': '-7'}
{'Iteration': 909, 'Final Solution': None}
{'Iteration': 910, 'Final Solution': '630'}
{'Iteration': 911, 'Final Solution': '6'}
{'Iteration': 912, 'Final Solution': None}
{'Iteration': 913, 'Final Solution': '12'}
{'Iteration': 914, 'Final Solution': None}
{'Iteration': 915, 'Final Solution': '325'}
{'Iteration': 916, 'Final Solution': None}
{'Iteration': 917, 'Final Solution': None}
{'Iteration': 918, 'Final Solution': '2'}
{'Iteration': 919, 'Final Solution': None}
{'Iteration': 920, 'Final Solution': None}
{'Iteration': 921, 'Final Solution': '\\frac{1'}
{'Iteration': 922, 'Final Solution': '5'}
{'Iteration': 923, 'Final Solution': '0'}
{'Iteration': 924, 'Final Solution': '4'}
{'Iteration': 925, 'Final Solution': '18'}
{'Iteration': 926, 'Final Solution': '1'}
{'Iteration': 927, 'Final Solution': None}
{'Iteration': 928, 'Final Solution': '\\frac{-3 - \\sqrt{97'}
{'Iteration': 929, 'Final Solution': '-40'}
{'Iteration': 930, 'Final Solution': None}
{'Iteration': 931, 'Final Solution': None}
{'Iteration': 932, 'Final Solution': '45'}
{'Iteration': 933, 'Final Solution': '-128'}
{'Iteration': 934, 'Final Solution': '(2, -5)'}
{'Iteration': 935, 'Final Solution': None}
{'Iteration': 936, 'Final Solution': '\\frac{1'}
{'Iteration': 937, 'Final Solution': None}
{'Iteration': 938, 'Final Solution': None}
{'Iteration': 939, 'Final Solution': '2x^2-6x+6x-18'}
{'Iteration': 940, 'Final Solution': '6\\sqrt{3'}
{'Iteration': 941, 'Final Solution': '16'}
{'Iteration': 942, 'Final Solution': '-4'}
{'Iteration': 943, 'Final Solution': None}
{'Iteration': 944, 'Final Solution': None}
{'Iteration': 945, 'Final Solution': '15'}
{'Iteration': 946, 'Final Solution': '\\frac{420'}
{'Iteration': 947, 'Final Solution': '2'}
{'Iteration': 948, 'Final Solution': '(-\\infty,-4)\\cup(-4,6)\\cup(6,\\infty)'}
{'Iteration': 949, 'Final Solution': '-4+i'}
{'Iteration': 950, 'Final Solution': '6'}
{'Iteration': 951, 'Final Solution': '17'}
{'Iteration': 952, 'Final Solution': '\\frac{8'}
{'Iteration': 953, 'Final Solution': None}
{'Iteration': 954, 'Final Solution': '3'}
{'Iteration': 955, 'Final Solution': None}
{'Iteration': 956, 'Final Solution': '\\frac{5'}
{'Iteration': 957, 'Final Solution': None}
{'Iteration': 958, 'Final Solution': None}
{'Iteration': 959, 'Final Solution': None}
{'Iteration': 960, 'Final Solution': None}
{'Iteration': 961, 'Final Solution': None}
{'Iteration': 962, 'Final Solution': '65'}
{'Iteration': 963, 'Final Solution': '12'}
{'Iteration': 964, 'Final Solution': '\\sqrt{\\pi'}
{'Iteration': 965, 'Final Solution': None}
{'Iteration': 966, 'Final Solution': '3'}
{'Iteration': 967, 'Final Solution': None}
{'Iteration': 968, 'Final Solution': '\\sqrt{2'}
{'Iteration': 969, 'Final Solution': '1'}
{'Iteration': 970, 'Final Solution': '62'}
{'Iteration': 971, 'Final Solution': '224'}
{'Iteration': 972, 'Final Solution': None}
{'Iteration': 973, 'Final Solution': '625'}
{'Iteration': 974, 'Final Solution': None}
{'Iteration': 975, 'Final Solution': '4'}
{'Iteration': 976, 'Final Solution': '0'}
{'Iteration': 977, 'Final Solution': None}
{'Iteration': 978, 'Final Solution': None}
{'Iteration': 979, 'Final Solution': None}
{'Iteration': 980, 'Final Solution': None}
{'Iteration': 981, 'Final Solution': None}
{'Iteration': 982, 'Final Solution': '-16'}
{'Iteration': 983, 'Final Solution': '(2,0)'}
{'Iteration': 984, 'Final Solution': '17'}
{'Iteration': 985, 'Final Solution': '\\frac{4'}
{'Iteration': 986, 'Final Solution': '10'}
{'Iteration': 987, 'Final Solution': '-3'}
{'Iteration': 988, 'Final Solution': '4005'}
{'Iteration': 989, 'Final Solution': '\\frac{5\\sqrt{3'}
{'Iteration': 990, 'Final Solution': '6p^4 + 5p^2 - 4'}
{'Iteration': 991, 'Final Solution': '41'}
{'Iteration': 992, 'Final Solution': None}
{'Iteration': 993, 'Final Solution': '6'}
{'Iteration': 994, 'Final Solution': None}
{'Iteration': 995, 'Final Solution': '27'}
{'Iteration': 996, 'Final Solution': None}
{'Iteration': 997, 'Final Solution': '\\dfrac{-4'}
{'Iteration': 998, 'Final Solution': None}
{'Iteration': 999, 'Final Solution': '-26'}
{'Iteration': 1000, 'Final Solution': '11'}
{'Iteration': 1001, 'Final Solution': '-2'}
{'Iteration': 1002, 'Final Solution': '\\frac{1'}
{'Iteration': 1003, 'Final Solution': '(-\\infty,-2)\\cup(-2,3)\\cup(3,\\infty)'}
{'Iteration': 1004, 'Final Solution': '60,000'}
{'Iteration': 1005, 'Final Solution': '-25'}
{'Iteration': 1006, 'Final Solution': None}
{'Iteration': 1007, 'Final Solution': '0'}
{'Iteration': 1008, 'Final Solution': '\\frac23'}
{'Iteration': 1009, 'Final Solution': 'a^2+a-6'}
{'Iteration': 1010, 'Final Solution': None}
{'Iteration': 1011, 'Final Solution': '-87'}
{'Iteration': 1012, 'Final Solution': None}
{'Iteration': 1013, 'Final Solution': None}
{'Iteration': 1014, 'Final Solution': '\\frac{15'}
{'Iteration': 1015, 'Final Solution': '-1'}
{'Iteration': 1016, 'Final Solution': '355'}
{'Iteration': 1017, 'Final Solution': '0'}
{'Iteration': 1018, 'Final Solution': None}
