Iteration,ID,Run_1
5200,5042,Error Parsing Response
5201,18516,\\$75
5202,27069,\\frac{3
5203,15989,1
5204,7413,3
5205,10023,Error Parsing Response
5206,7164,Error Parsing Response
5207,9883,255
5208,25733,150
5209,3224,\\text{A
5210,6901,4
5211,29511,16
5212,5978,48
5213,14835,80
5214,394,2
5215,24618,12
5216,8835,Error Parsing Response
5217,10365,9
5218,5459,Error Parsing Response
5219,18627,\\frac{21
5220,10825,Error Parsing Response
5221,14443,0.2
5222,16569,10
5223,26626,Error Parsing Response
5224,15206,Error Parsing Response
5225,17294,Error Parsing Response
5226,10804,Error Parsing Response
5227,13156,4
5228,11708,20
5229,30569,20
5230,15087,2035
5231,26063,8
5232,5058,Error Parsing Response
5233,14890,70-45=25
5234,15347,1.02
5235,536,10
5236,1336,8
5237,9490,0
5238,20088,50\\%
5239,27746,6.25
5240,6094,Error Parsing Response
5241,2527,8
5242,7443,3
5243,23934,11
5244,19473,Error Parsing Response
5245,27362,Error Parsing Response
5246,11864,39
5247,8411,Error Parsing Response
5248,7531,Error Parsing Response
5249,7033,58
5250,12033,Error Parsing Response
5251,28077,Error Parsing Response
5252,21259,Error Parsing Response
5253,28219,Error Parsing Response
5254,6706,15
5255,9548,0.2
5256,26166,20250
5257,17517,Error Parsing Response
5258,15433,Error Parsing Response
5259,14532,2
5260,15492,\\frac{1
5261,25993,24
5262,19831,350
5263,28201,4715
5264,5792,Error Parsing Response
5265,12585,4.5
5266,15331,Error Parsing Response
5267,7091,8
5268,6670,26000
5269,26940,27
5270,27109,Error Parsing Response
5271,25571,Error Parsing Response
5272,24692,7
5273,12229,36
5274,27734,1.6
5275,15152,5
5276,3627,Error Parsing Response
5277,5391,5
5278,19447,\\$15
5279,18219,5
5280,11106,20
5281,11914,36
5282,2292,Error Parsing Response
5283,8931,720
5284,5034,\\text{Jungkook
5285,10783,\\frac{1
5286,8553,4
5287,19086,230
5288,4373,60\\text{ cm
5289,23273,16
5290,30344,83
5291,12975,Error Parsing Response
5292,4658,104
5293,12520,\\frac{17
5294,25100,3
5295,8006,5
5296,1580,200
5297,23713,10
5298,27077,\\frac{1
5299,17438,4
5300,27949,Error Parsing Response
5301,26927,Error Parsing Response
5302,10890,'
5303,30021,14
5304,20291,Error Parsing Response
5305,17587,Error Parsing Response
5306,14164,'
5307,6777,\\frac{9
5308,18816,300
5309,12237,5.5
5310,25505,8.75
5311,13338,\\frac{3
5312,30284,Error Parsing Response
5313,4705627153951068125,Error Parsing Response
5314,13043,760
5315,20377,Error Parsing Response
5316,16878,3
5317,9955,60
5318,582,Error Parsing Response
5319,5308,\\$40
5320,19405,Error Parsing Response
5321,28960,Error Parsing Response
5322,6556,14
5323,11197,7
5324,29878,Error Parsing Response
5325,25474,3
5326,9150759984095136831,Error Parsing Response
5327,24159,13
5328,7370,Error Parsing Response
5329,2359,21
5330,7667,11
5331,14779,Error Parsing Response
5332,22121,\\$0
5333,25847,Error Parsing Response
5334,14754,19
5335,8734,120
5336,29320,Error Parsing Response
5337,29568,15
5338,5123,40
5339,18108,13
5340,5480,Error Parsing Response
5341,29113,\\frac{2
5342,29264,36000
5343,25709,2.09
5344,29013,Error Parsing Response
5345,30713,2
5346,28265,157
5347,27938,Error Parsing Response
5348,12166,14
5349,16977,5
5350,24154,\\$54
5351,18799,4.67
5352,20939,\\frac{5
5353,15116,80
5354,2516,16
5355,14816,\\frac{89
5356,20054,\\frac{2
5357,22968,\\$93.75
5358,15364,Error Parsing Response
5359,3403,Error Parsing Response
5360,11679,Error Parsing Response
5361,22517,24
5362,6848,18
5363,16181,Error Parsing Response
5364,18419,3
5365,21550,\\$3
5366,6642,214
5367,18729,Error Parsing Response
5368,937,Error Parsing Response
5369,12622,3
5370,19187,140
5371,20465,120
5372,15991,Error Parsing Response
5373,21823,1
5374,9240,15
5375,6485,154
5376,9358,\\$30
5377,2537,180
5378,15151,65
5379,4173,36
5380,6472,Error Parsing Response
5381,22535,571.4
5382,20137,-\\$15
5383,24125,Error Parsing Response
5384,29966,Error Parsing Response
5385,22595,Error Parsing Response
5386,5622,15
5387,10015,3
5388,26357,12
5389,29053,9
5390,8694,9999.00
5391,1708,Error Parsing Response
5392,8978,\\frac{2
5393,8765,\\$1
5394,21669,\\text{B
5395,13983,Error Parsing Response
5396,12421,Error Parsing Response
5397,26337,Error Parsing Response
5398,11624,Error Parsing Response
5399,5122,Error Parsing Response
5400,14716,\\text{Yuna
5401,16035,Error Parsing Response
5402,3454,Error Parsing Response
5403,1949,47
5404,18183,1.78
5405,14094,Error Parsing Response
5406,17434,64
5407,23455,Error Parsing Response
5408,7869,25
5409,18761,\\frac{1
5410,12548,\\$1440
5411,22274,Error Parsing Response
5412,12334,-750
5413,11631,28
5414,2849,Error Parsing Response
5415,13492,"90,000"
5416,21077,Error Parsing Response
5417,12989,0.79
5418,28680,Error Parsing Response
5419,-6779862665260992340,Error Parsing Response
5420,19260,124
5421,1697,3
5422,8128,24
5423,29238,Error Parsing Response
5424,10000,Error Parsing Response
5425,374,\\text{Yuna
5426,1827,Error Parsing Response
5427,6952,150
5428,20317,27
5429,95,Error Parsing Response
5430,9098,1
5431,2417,Error Parsing Response
5432,24094,12
5433,13962,12
5434,30494,Error Parsing Response
5435,25206,20
5436,18502,3.2
5437,20597,6
5438,24343,Error Parsing Response
5439,10794,25
5440,6573,100
5441,11295,Error Parsing Response
5442,6781,3
5443,26151,'
5444,26372,Error Parsing Response
5445,2398,6
5446,5092,121
5447,23194,3
5448,22493,Error Parsing Response
5449,1523,Error Parsing Response
5450,28847,Error Parsing Response
5451,1177,15
5452,3800,\\text{(A)
5453,13394,100
5454,14005,Error Parsing Response
5455,3652,73
5456,4139,\\text{Yoongi
5457,3800446274299313960,252
5458,20605,3
5459,16852,Error Parsing Response
5460,12923,Error Parsing Response
5461,29069,62
5462,5764,\\text{house
5463,21672,\\$2.16
5464,13964,12
5465,9059,30
5466,1981,3
5467,30706,60
5468,92,26
5469,2004,14
5470,25088,36
5471,4952,20000
5472,12880,60
5473,15230,Error Parsing Response
5474,6506,65
5475,900,6
5476,8124,\\$30
5477,10406,110
5478,4917,4
5479,957,Error Parsing Response
5480,22048,18
5481,14803,Error Parsing Response
5482,18824,128
5483,22567,\\text{(A)
5484,29447,4
5485,23020,2
5486,17218,10
5487,1707,28
5488,14516,170
5489,15048,20
5490,23905,\\$225
5491,25241,\\$6
5492,23968,\\frac{1
5493,14568,Error Parsing Response
5494,23290,25
5495,15321,500
5496,30672,Error Parsing Response
5497,18022,10
5498,20782,5
5499,16758,Error Parsing Response
5500,29570,11
5501,8230,2
5502,1287,5
5503,5963,4.6
5504,-3994864401968225097,Error Parsing Response
5505,2797,2
5506,13583,Error Parsing Response
5507,25005,Error Parsing Response
5508,19641,42
5509,20014,10
5510,6453,Error Parsing Response
5511,11750,1.79\\%
5512,10613,8
5513,17385,Error Parsing Response
5514,6714,3
5515,7098,2
5516,27925,24
5517,20515,5
5518,840,\\text{Junsu
5519,509,72
5520,25495,5
5521,21829,\\$575
5522,23507,4.45
5523,97,Error Parsing Response
5524,22240,1260/105 = 12
5525,17216,30
5526,12620,30
5527,9031,"40,\\!000"
5528,956,Error Parsing Response
5529,108,135
5530,1680,\\text{1
5531,6635,6
5532,24835,50
5533,30295,\\$9
5534,15510,Error Parsing Response
5535,11176,\\frac{7
5536,9674,11
5537,19883,Error Parsing Response
5538,22928,\\frac{7
5539,-6543963520756868308,110
5540,question3,Error Parsing Response
5541,27998,Error Parsing Response
5542,20749,8
5543,13892,42
5544,29461,36
5545,21589,Error Parsing Response
5546,10449,1
5547,29715,8
5548,185,15
5549,9331,Error Parsing Response
5550,22823,36
5551,28232,\\$22
5552,28709,11.2
5553,11529,Error Parsing Response
5554,11831,2560
5555,11520,164
5556,15002,Error Parsing Response
5557,13452,Error Parsing Response
5558,26335,10
5559,4872,13.52
5560,18005,11
5561,21746,5
5562,2188,23
5563,29109,5
5564,22657,Error Parsing Response
5565,3849,9
5566,18079,4
5567,29963,Error Parsing Response
5568,30406,8
5569,4766,23
5570,14261,6
5571,6962,Error Parsing Response
5572,29727,Error Parsing Response
5573,28257,Error Parsing Response
5574,343,40
5575,8877,Error Parsing Response
5576,15153,20
5577,1477,\\frac{1
5578,question_2,\\frac{1
5579,29981,100
5580,9160,\\$2.25
5581,8996,Error Parsing Response
5582,18056,Error Parsing Response
5583,23322,Error Parsing Response
5584,22600,Error Parsing Response
5585,28838,0.00416666667
5586,16733,Error Parsing Response
5587,5225,24
5588,20664,9/75
5589,6470,20
5590,18221,10
5591,13221,1232
5592,26894,\\$7
5593,26535,10
5594,-1875717030986397410,358
5595,10928,8
5596,20845,16.67
5597,14746,20
5598,18015,Error Parsing Response
5599,26642,Error Parsing Response
5600,3600,20
5601,18722,288
5602,30448,\\frac{2
5603,28348,\\frac{1
5604,16227,280
5605,29830,1
5606,674,Error Parsing Response
5607,13111,Error Parsing Response
5608,9981,Error Parsing Response
5609,4077,9
5610,22827,130
5611,15938,Error Parsing Response
5612,25987,Error Parsing Response
5613,26361,75
5614,22651,36
5615,8717,\\$18
5616,29893,Error Parsing Response
5617,30036,\\$2175
5618,16963,"686,000"
5619,2673,Error Parsing Response
5620,27799,80
5621,2603,\\text{Yuna
5622,15095,\\frac{1
5623,17757,Error Parsing Response
5624,25544,3
5625,7080,\\$17.50
5626,29496,"66"""
5627,25885,\\$15
5628,12437,160
5629,28227,195
5630,3466,19000
5631,27146,'
5632,4940,Error Parsing Response
5633,10802,37.5
5634,19176,\\text{C
5635,4714,Error Parsing Response
5636,14112,\\$136
5637,e77a76ce,20
5638,19326,Error Parsing Response
5639,13801,\\$10
5640,28487,10.11
5641,412,Error Parsing Response
5642,5587,500
5643,22353,\\frac{2
5644,26926,12
5645,21,\\text{Namjoon
5646,7935088562069070005,\\text{Jiyeon
5647,10334,7
5648,21961,30
5649,30723,20
5650,22229,26
5651,9754,5.2
5652,-5509788435858918208,Error Parsing Response
5653,18096,\\frac{39
5654,29453,Error Parsing Response
5655,4638,Error Parsing Response
5656,7872,30
5657,21832,7.5
5658,29696,Error Parsing Response
5659,16669,190
5660,20242,Error Parsing Response
5661,30175,1
5662,23546,2287
5663,22752,14
5664,19234,28
5665,29483,75
5666,16447,6
5667,3723,32
5668,1704,1
5669,17046,Error Parsing Response
5670,4572,100
5671,11762,80
5672,1462,80
5673,10332,130
5674,9810,750
5675,6774,Error Parsing Response
5676,27210,8
5677,2230,6
5678,21813,4
5679,1429,5
5680,8071,\\$140
5681,26298,4
5682,26806,52
5683,13219,3200
5684,24869,450
5685,26841,Error Parsing Response
5686,3198,4
5687,18282,5
5688,27424,2
5689,17013,4
5690,9320,17.8
5691,20142,35
5692,18465,Error Parsing Response
5693,3197,Error Parsing Response
5694,3870,5
5695,9485,Error Parsing Response
5696,29643,44
5697,4176,96
5698,1772,\\text{spare tire
5699,30626,Error Parsing Response
5700,28057,8
5701,26851,20
5702,17624,285
5703,4745,30
5704,960,27
5705,886,29
5706,20630,63
5707,14871,9\\frac{1
5708,10515,80
5709,23304,6
5710,714,0.6
5711,16193,10
5712,5853,16
5713,10067,95
5714,7735,4
5715,12742,Error Parsing Response
5716,8448,Error Parsing Response
5717,6989,Error Parsing Response
5718,18833,5
5719,26800,60
5720,17271,1.5
5721,18466,120
5722,27566,Error Parsing Response
5723,28046,Error Parsing Response
5724,17107,4
5725,1263,12
5726,26120,Error Parsing Response
5727,27999,\\frac{27
5728,13351,3
5729,15439,3.5
5730,28012,90
5731,22090,369
5732,29446,Error Parsing Response
5733,9897,Error Parsing Response
5734,23319,210
5735,-699870095049774215,2090
5736,9635,1.125
5737,6132,19
5738,29074,Error Parsing Response
5739,24364,Error Parsing Response
5740,12573,2
5741,25008,Error Parsing Response
5742,30675,200
5743,23787,250
5744,19756,90/6=15
5745,18204,12
5746,17183,47
5747,21819,Error Parsing Response
5748,25199,Error Parsing Response
5749,24558,\\$320000
5750,24440,1.5
5751,24788,Error Parsing Response
5752,14747,8.5
5753,15775,80
5754,17044,3
5755,14065,10
5756,10321,28
5757,21286,"\\$156,\\!000"
5758,16533,2
5759,20051,Error Parsing Response
5760,24470,\\$15
5761,10695,Error Parsing Response
5762,25089,21
5763,10925,Error Parsing Response
5764,27240,15.5
5765,3817,300
5766,17584,\\frac{1
5767,11467,Error Parsing Response
5768,7654,Error Parsing Response
5769,5908,17
5770,18593,1200 + 80(45 + 25)
5771,27806,Error Parsing Response
5772,17221,6
5773,6,45
5774,3798,\\text{A
5775,15777,4
5776,26305,\\$5
5777,10319,60
5778,30002,Error Parsing Response
5779,549,7
5780,1026475343769228633,768
5781,20205,9
5782,27373,Error Parsing Response
5783,29499,\\$1500
5784,13579,3
5785,17110,Error Parsing Response
5786,7537,1500
5787,20656,Error Parsing Response
5788,16236,60
5789,22202,21
5790,18690,Error Parsing Response
5791,16575,3
5792,1813,Error Parsing Response
5793,3895,87647
5794,22751,3
5795,2599,\\text{Eunseol
5796,10607,10
5797,19920,Error Parsing Response
5798,8450,Error Parsing Response
5799,15532,"\\text{"""
5800,24722,15
5801,16436,3/35\\approx0.085858585858585858585858585858585858585858585858585'
5802,18987,Error Parsing Response
5803,14850,\\frac{25
5804,888,35
5805,4782,8
5806,5009,\\text{Dongguk
5807,21100,51
5808,11062,120
5809,2390,Error Parsing Response
5810,23723,296
5811,10186,18
5812,7691,78
5813,26559,180
5814,21854,Error Parsing Response
5815,2136,6000
5816,27979,110
5817,16481,Error Parsing Response
5818,15979,161
5819,21384,Error Parsing Response
5820,27480,Error Parsing Response
5821,7935,640
5822,12083,Error Parsing Response
5823,4231,Error Parsing Response
5824,29021,28
5825,26468,4
5826,6343,40
5827,1965,\\text{red
5828,1536,2
5829,6730,55
5830,20406,Error Parsing Response
5831,3803,\\text{Mother
5832,4738,Error Parsing Response
5833,10102,\\'
5834,29766,240
5835,17263,1800
5836,8452,192
5837,10859,Error Parsing Response
5838,19606,100
5839,10869,Error Parsing Response
5840,29996,100
5841,456,6
5842,20882,172
5843,17227,Error Parsing Response
5844,4058259443248143641,1206
5845,25389,14
5846,24566,15
5847,8991,Error Parsing Response
5848,9993,24
5849,9708,9
5850,12309,Error Parsing Response
5851,11966,4.25
5852,24507,21
5853,20275,Error Parsing Response
5854,1146,800
5855,8086,12
5856,18214,8
5857,8348,30
5858,22130,10
5859,22767,-175
5860,1920,\\frac{1
5861,19484,-3
5862,4195,2304
5863,12124,\\frac{5
5864,8096,Error Parsing Response
5865,916,Error Parsing Response
5866,27331,26
5867,16712,Error Parsing Response
5868,25839,8
5869,20582,8
5870,11240,\\frac{1
5871,849,18.4
5872,26218,\\frac{1
5873,25006,Error Parsing Response
5874,14316,Error Parsing Response
5875,1878824718446895204,153
5876,6684,Error Parsing Response
5877,11184,800
5878,20411,Error Parsing Response
5879,2556,30
5880,16498,6
5881,8905,10
5882,21405,Error Parsing Response
5883,4965,83
5884,862,15
5885,27563,6
5886,9251,Error Parsing Response
5887,10496,9
5888,4884,\\$530
5889,12297,Error Parsing Response
5890,28181,12
5891,29047,\\$4
5892,14954,Error Parsing Response
5893,26136,Error Parsing Response
5894,26893,Error Parsing Response
5895,404,\\text{Dongguk
5896,4240,8
5897,24750,"\\text{20,000"
5898,4844,Error Parsing Response
5899,12425,Error Parsing Response
5900,22784,Error Parsing Response
5901,28067,5
5902,8587,Error Parsing Response
5903,16567,Error Parsing Response
5904,29194,48
5905,21330,Error Parsing Response
5906,14075,Error Parsing Response
5907,9777,Error Parsing Response
5908,13936,5
5909,23119,Error Parsing Response
5910,10290,\\$900
5911,29625,7
5912,5774,Error Parsing Response
5913,-2637891287921705431,Error Parsing Response
5914,12988,5
5915,29899,\\$328.20
5916,3308,14
5917,15100,\\frac{3
5918,8578,\\$600
5919,13453,40
5920,18232,"\\$20,\\!000"
5921,3023,81749
5922,12036,0.2
5923,20184,10
5924,3618,\\text{Jimin
5925,25358,8
5926,25845,1650
5927,2996,Error Parsing Response
5928,26682,10
5929,10664,14
5930,6177,\\frac{60
5931,23252,4
5932,3311,Error Parsing Response
5933,15764,50
5934,16487,70
5935,22028,\\$250
5936,20469,2
5937,20332,\\$4
5938,9228,\\frac{2
5939,24611,Error Parsing Response
5940,9400,Error Parsing Response
5941,13182,7
5942,14912,Error Parsing Response
5943,16651,\\$384
5944,22488,45
5945,21245,Error Parsing Response
5946,3300,4
5947,11850,48
5948,12482,12
5949,20050,Error Parsing Response
5950,29225,5
5951,27831,9
5952,17297,Error Parsing Response
5953,-1750683376448017299,Error Parsing Response
5954,6433,2
5955,19655,Error Parsing Response
5956,25359,Error Parsing Response
5957,10502,25
5958,4871,30
5959,14466,28
5960,15656,Error Parsing Response
5961,4631,40
5962,2155,6
5963,28354,57
5964,30207,24
5965,2091,Error Parsing Response
5966,21639,6666'
5967,23728,Error Parsing Response
5968,5838,108
5969,7148,32
5970,9741,Error Parsing Response
5971,22943,\\frac{1
5972,24489,Error Parsing Response
5973,20609,60
5974,22719,12.5
5975,14848,400
5976,24568,208
5977,20338,1
5978,5934,300
5979,23613,14
5980,20326,1'
5981,13230,600
5982,9740,5
5983,3894,104
5984,28326,Error Parsing Response
5985,23401,90
5986,10138,15
5987,27650,107
5988,8133,150
5989,-1225679976362947804,158
5990,1945,61290
5991,19217,48
5992,24028,Error Parsing Response
5993,8914,3'
5994,15074,\\$80
5995,18395,Error Parsing Response
5996,28436,\\$108
5997,24365,10
5998,26579,Error Parsing Response
5999,10905,8
6000,23500,6
6001,24161,4
6002,14360f84,6
6003,27773,Error Parsing Response
6004,20768,3
6005,22260,32
6006,1839,Error Parsing Response
6007,15058,37
6008,11707,Error Parsing Response
6009,3821,4
6010,24354,Error Parsing Response
6011,9122,\\text{(A)
6012,27854,\\frac{2
6013,16738,\\text{Taehyung
6014,1630,Error Parsing Response
6015,2772,1
6016,14280,80\\%
6017,7686,30
6018,28855,54
6019,29961,\\frac{14
6020,3624,293
6021,12356,40\\text{ gallons/minute
6022,14277,600
6023,15188,Error Parsing Response
6024,17415,14
6025,22804,2
6026,13809,Error Parsing Response
6027,13416,Error Parsing Response
6028,21569,52
6029,20993,8
6030,12619,Error Parsing Response
6031,6360,178
6032,22370,Error Parsing Response
6033,22921,100
6034,23292,400
6035,22618,24
6036,27857,Error Parsing Response
6037,3790,16
6038,10373,3
6039,17539,5
6040,4559,Error Parsing Response
6041,7083,\\$4
6042,11427,10
6043,5429,124
6044,5160,120
6045,23724,7
6046,10766,Error Parsing Response
6047,17526,10
6048,27050,9
6049,2675,Error Parsing Response
6050,2911,25
6051,23581,100
6052,28136,40
6053,19988,32
6054,-5821954561699161077,Error Parsing Response
6055,17290,20
6056,14981,Error Parsing Response
6057,615,16'
6058,19772,4
6059,5221,Error Parsing Response
6060,13724,Error Parsing Response
6061,22631,Error Parsing Response
6062,14770,30
6063,11825,45
6064,20644,132
6065,728,Error Parsing Response
6066,25782,12
6067,14941,20
6068,2555,Error Parsing Response
6069,22789,18
6070,10362,Error Parsing Response
6071,15895,'
6072,28151,Error Parsing Response
6073,6228,0.714
6074,22547,Error Parsing Response
6075,23901,Error Parsing Response
6076,18821,2
6077,11536,400
6078,23271,Error Parsing Response
6079,4435,13
6080,5258,6
6081,30091,6
6082,17875,3N/200
6083,13596,"\\"""
6084,24590,1200
6085,20063,90
6086,30593,75
6087,13185,90
6088,26236,20
6089,30761,\\$624
6090,8477,Error Parsing Response
6091,4501,7.26
6092,12863,\\frac{25
6093,7363,Error Parsing Response
6094,942,\\text{school
6095,6265,95
6096,10354,5
6097,17011,58
6098,12208,Error Parsing Response
6099,18830,33
6100,25500,Error Parsing Response
6101,3912,30
6102,4941,4
6103,27228,Error Parsing Response
6104,9799,7.7
6105,1490782748134667320,Error Parsing Response
6106,2695,25
6107,5848,88
6108,20573,500
6109,24528,7.14
6110,9294,36
6111,26524,Error Parsing Response
6112,21946,Error Parsing Response
6113,20400,Error Parsing Response
6114,15767,110
6115,9672,\\frac{24
6116,5912,9
6117,17925,48
6118,6724,Error Parsing Response
6119,16141,1.2
6120,3228,4
6121,7144,12
6122,30153,120
6123,20270,55
6124,14990,\\$10
6125,23207,Error Parsing Response
6126,29178,Error Parsing Response
6127,11898,180
6128,20355,12
6129,22327,'
6130,19337,64
6131,13348,450
6132,18290,\\frac{1
6133,21004,6
6134,26087,Error Parsing Response
6135,2372,4
6136,7410,19
6137,28404,3
6138,16478,Error Parsing Response
6139,5766,Error Parsing Response
6140,27687,10
6141,8353,Error Parsing Response
6142,17153,180
6143,9687,480
6144,1770,\\text{Gaeun
6145,7272759665462567998,28
6146,7839,2
6147,13362,Error Parsing Response
6148,4924,914
6149,28638,2
6150,8509514016923381303,125
6151,26043,2
6152,21531,1.1875
6153,24179,Error Parsing Response
6154,25949,Error Parsing Response
6155,23461,Error Parsing Response
6156,22990,28
6157,13368,28
6158,13914,11
6159,776,\\text{Jimin
6160,16590,4000
6161,27107,120
6162,10657,\\$1.25
6163,4892,10
6164,720,Error Parsing Response
6165,7130,80
6166,27913,Error Parsing Response
6167,21494,\\$135
6168,4492432537932503541,15
6169,5593,11
6170,4515,32
6171,17684,32
6172,11514,8
6173,19636,Error Parsing Response
6174,1369,870
6175,14935,4
6176,19283,Error Parsing Response
6177,22173,\\$20
6178,10729,9.60
6179,21740,\\$100
6180,11964,3.6
6181,3262,Error Parsing Response
6182,13121,438
6183,3996,3
6184,15137,Error Parsing Response
6185,3672,Error Parsing Response
6186,12916,\\text{(A)
6187,14910,20
6188,1288,Error Parsing Response
6189,22100,192
6190,9539,Error Parsing Response
6191,12330,154
6192,12393,165
6193,11224,7
6194,26351,1'
6195,16169,\\$8.00
6196,8090,10
6197,4671,\\text{Math
6198,14685,"17"""
6199,20796,150
6200,14945,9
6201,8284,Error Parsing Response
6202,25222,15
6203,6063,5400
6204,18620,2
6205,25280,2
6206,7997,7
6207,29740,Error Parsing Response
6208,7834,Error Parsing Response
6209,28430,300
6210,12993,Error Parsing Response
6211,9691,Error Parsing Response
6212,3629,30
6213,30690,\\$15
6214,1873,44
6215,12837,71
6216,8627,Error Parsing Response
6217,492,Error Parsing Response
6218,73,30
6219,14628,2
6220,944,Error Parsing Response
6221,-8150965916867044851,Error Parsing Response
6222,28673,\\$7
6223,28328,Error Parsing Response
6224,21708,32
6225,29380,Error Parsing Response
6226,-3804180882914877163,2
6227,12723,275
6228,30762,Error Parsing Response
6229,24386,Error Parsing Response
6230,28426,12
6231,6470321914680392369,160
6232,12767,2000
6233,26574,4
6234,13436,Error Parsing Response
6235,17363,\\$600
6236,14288,\\$21
6237,14886,66:9
6238,11616,10
6239,10320,Error Parsing Response
6240,12701,605
6241,21771,Error Parsing Response
6242,27529,Error Parsing Response
6243,16759,90
6244,3246,11
6245,7504,10
6246,24214,4/3
6247,418,31
6248,20021,4
6249,8615,\\$1956
6250,15650,20
6251,3966,10
6252,12506,180
6253,9306,42
6254,11621,Error Parsing Response
6255,23434,18
6256,24579,5.6
6257,17787,13
6258,27988,Error Parsing Response
6259,13360,\\frac{1
6260,8692,10
6261,10759,\\$315
6262,13729,9
6263,5470,Error Parsing Response
6264,29821,8
6265,6755,\\$2
6266,13229,600
6267,10089,\\$205
6268,22583,Error Parsing Response
6269,24952,260
6270,10676,Error Parsing Response
6271,28088,1
6272,29144,\\$480
6273,12495,40
6274,5862,20\\text{ seconds
6275,3354,"10,000"
6276,7170,15
6277,10811,20
6278,3878,Error Parsing Response
6279,14388,Error Parsing Response
6280,30080,Error Parsing Response
6281,1140,3.67
6282,17689,Error Parsing Response
6283,16329,Error Parsing Response
6284,29127,20
6285,24714,2
6286,23444,155
6287,24428,11
6288,19104,17
6289,241,310\\text{ minutes
6290,27493,Error Parsing Response
